 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  redshift  |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |      morph. type      |   ang. size   |#bib|#not
1   |UGC 836                            |G  |01 18 59.4210922213 +44 17 11.036445854|0.038417    |     ~|16.0  |     ~|     ~|     ~|~              |E D ~                  |0.463 0.417    |   8|   0
146 |2MASX J04410873-2213566            |G  |04 41 08.7642751401 -22 13 56.653844002|0.0692      |     ~|16.44 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.293 0.246    |   3|   0
147 |2MASX J04375472-4258539            |G  |04 37 54.7482332357 -42 58 54.169899400|0.04752     |     ~|15.90 |     ~|     ~|     ~|~              |E D ~                  |0.410 0.377    |  16|   0
148 |2MASX J04421747-1724314            |G  |04 42 17.4908095100 -17 24 31.641782409|0.05255     |     ~|15.94 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.400 0.296    |   8|   0
149 |2MASX J04434460-2122106            |G  |04 43 44.606 -21 22 10.63              |0.03394     |     ~|15.89 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.410 0.221    |   7|   0
150 |MCG-04-12-009                      |G  |04 41 26.320 -21 50 38.38              |0.01483     |     ~|15.19 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.450 0.297    |  10|   0
151 |2MASX J04415809-3657228            |G  |04 41 58.1099105718 -36 57 22.778385114|0.04578     |     ~|15.80 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.317 0.241    |   5|   0
152 |2MASX J04424885-3937409            |G  |04 42 48.851 -39 37 40.94              |0.0535      |     ~|15.90 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.353 0.304    |  10|   0
153 |2MASX J04485332-4019594            |G  |04 48 53.3053608708 -40 19 59.193088529|0.034336    |     ~|16.27 |     ~|     ~|     ~|~              |E D ~                  |0.283 0.221    |   6|   0
154 |6dFGS gJ045130.3-413859            |G  |04 51 30.2856296024 -41 38 58.698623875|0.07034     |     ~|15.67 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.320 0.269    |   5|   0
155 |2MASX J04535031-3313501            |G  |04 53 50.3554651146 -33 13 50.481936551|0.04193     |     ~|15.33 |     ~|     ~|     ~|~              |E D ~                  |0.427 0.273    |  11|   0
156 |2MASX J04551805-3706211            |G  |04 55 18.0409946884 -37 06 20.672949219|0.03926     |     ~|16.03 |     ~|     ~|     ~|~              |E D ~                  |0.290 0.238    |   7|   0
157 |2MASX J04564847-3955569            |G  |04 56 48.479 -39 55 56.98              |0.04653     |     ~|16.01 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.243 0.224    |   5|   0
158 |2MASX J04592317-4036267            |G  |04 59 23.174 -40 36 26.70              |0.05911     |     ~|15.68 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.340 0.320    |   8|   0
159 |2MASX J04535668-4328340            |G  |04 53 56.682 -43 28 34.06              |0.05836     |     ~|16.26 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.297 0.237    |   5|   0
160 |2MASX J05132277-4119135            |G  |05 13 22.776 -41 19 13.54              |0.04853     |     ~|15.50 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.413 0.339    |   9|   0
161 |2MASX J05131263-4345373            |G  |05 13 12.6243286061 -43 45 37.859123631|0.03367     |     ~|15.86 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.390 0.281    |   6|   0
162 |2MASX J05233285-3251212            |G  |05 23 32.856 -32 51 21.26              |0.210       |     ~|     ~|18.0  |     ~|     ~|~              |E D ~                  |0.147 0.147    |  10|   1
163 |2MASX J05153273-4426218            |G  |05 15 32.7208412520 -44 26 21.951129128|0.04159     |     ~|15.85 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.293 0.252    |   8|   0
164 |MCG-05-14-001                      |G  |05 31 16.2263212575 -29 19 05.705097784|0.036608    |     ~|15    |     ~|13.53 |     ~|~              |E D ~                  |0.597 0.442    |   9|   0
165 |NGC 2119                           |G  |05 57 26.955 +11 56 57.24              |0.011888    |     ~|15.0  |     ~|     ~|     ~|~              |E D ~                  |1.203 0.842    |  13|   0
166 |2MASX J06012398-3238015            |G  |06 01 23.9 -32 38 01                   |0.071178    |     ~|     ~|17.0  |     ~|     ~|~              |E D ~                  | 0.45  0.35    |   3|   0
167 |2MASX J06122159-2803281            |G  |06 12 21.6202737026 -28 03 28.339943349|0.03974     |     ~|16.60 |     ~|15.36 |     ~|~              |E D ~                  |0.320 0.186    |   9|   0
168 |2MASX J06133363-2530377            |G  |06 13 33.635 -25 30 37.77              |0.133       |     ~|     ~|18    |     ~|     ~|~              |E D ~                  |0.150 0.150    |  15|   1
169 |NGC 2271                           |G  |06 42 52.996 -23 28 33.38              |0.008633    |     ~|13.17 |     ~|11.67 |     ~|~              |E D ~                  |1.260 0.857    |  44|   0
170 |UGC 3558                           |G  |06 50 14.8576391982 +20 08 26.875198135|0.017272    |     ~|15.4  |     ~|     ~|     ~|~              |E D ~                  |0.670 0.509    |  14|   0
171 |2MASX J06515795+1617407            |G  |06 51 57.9778046356 +16 17 40.784783601|0.008960    |     ~|15.3  |     ~|     ~|     ~|~              |E D 2008yCat.2283....0B|0.500 0.380    |  15|   0
172 |6dFGS gJ065600.1-291521            |G  |06 56 00.055 -29 15 21.26              |0.044134    |     ~|18.4  |     ~|     ~|     ~|~              |E D ~                  |0.157 0.157    |   7|   0
173 |2MASX J07064652-2743013            |G  |07 06 46.4980943425 -27 43 01.309364233|0.024337    |     ~|18.0  |     ~|     ~|     ~|~              |E D ~                  |0.323 0.310    |  11|   0
174 |NGC 2328                           |G  |07 02 36.193 -42 04 06.88              |0.003930    |     ~|13.04 |     ~|12.25 |13.0  |~              |E D ~                  |0.750 0.495    |  47|   0
175 |2MASX J07212200-1205327            |G  |07 21 22.004 -12 05 32.78              |0.091       |     ~|17.0  |     ~|     ~|     ~|~              |E D ~                  |0.260 0.213    |  13|   1
176 |2MASX J08135092-1131380            |G  |08 13 50.9546165184 -11 31 37.774506140|0.05813     |     ~|16.76 |17.0  |15.26 |     ~|~              |E D ~                  |0.287 0.252    |   7|   0
177 |2MASX J08244315+2244542            |G  |08 24 43.185 +22 44 54.09              |0.02520     |     ~|15.6  |     ~|     ~|     ~|~              |E D ~                  |0.253 0.157    |  19|   0
178 |2MASX J08212682-3011030            |G  |08 21 26.825 -30 11 03.03              |0.090104    |     ~|18.2  |     ~|     ~|     ~|~              |E D ~                  |0.263 0.153    |   9|   0
179 |LEDA 1870427                       |G  |08 36 38.2178915336 +29 34 00.618330332|0.05110     |     ~|     ~|16.00 |     ~|     ~|~              |E D ~                  |0.253 0.182    |   5|   0
180 |2MASX J08462892+2940545            |G  |08 46 28.8897144447 +29 40 54.529104774|0.071416    |     ~|     ~|16.54 |     ~|     ~|~              |E D ~                  |0.247 0.148    |   3|   0
181 |2MASX J08463914+2948425            |G  |08 46 39.1662640119 +29 48 42.209910722|0.071997    |     ~|     ~|16.02 |     ~|     ~|~              |E D ~                  |0.363 0.203    |   3|   0
182 |2MASX J08465716+2928124            |G  |08 46 57.1763053227 +29 28 12.310402907|0.070599    |     ~|     ~|16.13 |     ~|     ~|~              |E D ~                  |0.257 0.195    |   3|   0
183 |SDSS J084742.34+290122.5           |G  |08 47 42.3380072026 +29 01 22.514643600|0.11875     |     ~|     ~|16.41 |     ~|     ~|~              |E D ~                  |0.237 0.222    |   3|   0
184 |2MASX J08481860+2923457            |G  |08 48 18.5899588019 +29 23 45.785056317|0.118972    |     ~|     ~|16.69 |     ~|     ~|~              |E D ~                  |0.230 0.152    |   3|   0
185 |LEDA 1864114                       |G  |08 38 48.0859463373 +29 22 11.585817772|0.07785     |     ~|     ~|15.78 |     ~|     ~|~              |E D ~                  |0.307 0.221    |   5|   0
186 |LEDA 1850175                       |G  |08 38 50.0378257871 +28 55 16.610079620|0.09232     |     ~|     ~|16.09 |     ~|     ~|~              |E D ~                  |0.260 0.229    |   5|   0
187 |2MASX J08405923+2913220            |G  |08 40 59.2237507469 +29 13 22.397324135|0.079302    |     ~|     ~|16.34 |     ~|     ~|~              |E D ~                  |0.257 0.200    |   4|   0
188 |LEDA 1847300                       |G  |08 43 21.174 +28 49 51.92              |0.08361     |     ~|     ~|15.64 |     ~|     ~|~              |E D ~                  |0.307 0.288    |   4|   0
189 |LEDA 1855672                       |G  |08 50 27.6458836874 +29 06 03.567236921|0.04928     |     ~|     ~|15.89 |     ~|     ~|~              |E D ~                  |0.283 0.221    |   7|   0
190 |2MASX J08570053+2939432            |G  |08 57 00.5324833603 +29 39 42.505649397|0.085619    |     ~|     ~|16.42 |     ~|     ~|~              |E D ~                  |0.167 0.167    |   3|   0
191 |LEDA 1863174                       |G  |08 52 14.3260622657 +29 20 18.534384067|0.08464     |     ~|     ~|15.96 |     ~|     ~|~              |E D ~                  |0.280 0.213    |   4|   0
192 |2MASX J08510981+0015134            |G  |08 51 09.7929803631 +00 15 12.903065052|0.04088     |     ~|15.5  |     ~|     ~|     ~|~              |E D 2010AJ....139.2525H|0.380 0.304    |  18|   0
193 |2MASX J21034179-3503584            |G  |21 03 41.8129710928 -35 03 58.862566547|0.032903    |     ~|15.72 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.430 0.318    |  13|   0
194 |2MASX J21055664-3437038            |G  |21 05 56.646 -34 37 03.87              |0.03485     |     ~|16.28 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.390 0.257    |   6|   0
195 |2MASX J21061113-3350408            |G  |21 06 11.1332232858 -33 50 40.710314992|0.04111     |     ~|16.07 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.337 0.242    |   5|   0
196 |6dFGS gJ210635.7-341443            |G  |21 06 35.7256436307 -34 14 43.164862683|0.122902    |     ~|15.644|     ~|14.507|     ~|~              |E D ~                  |0.277 0.260    |   5|   0
197 |2dFGRS TGS861Z643                  |G  |21 07 00.9346967412 -34 25 14.130187726|0.0416      |     ~|16.189|     ~|15.075|     ~|~              |E D 1996MNRAS.278.1025L|0.287 0.218    |   3|   0
198 |2dFGRS TGS861Z594                  |G  |21 07 54.4552881165 -34 46 17.223546426|0.034826    |     ~|15.662|     ~|14.444|     ~|~              |E D 1996MNRAS.278.1025L|0.433 0.381    |  11|   0
199 |2dFGRS TGS861Z423                  |G  |21 10 16.362 -34 12 54.08              |0.05240     |     ~|15.813|     ~|14.444|     ~|~              |E D 1996MNRAS.278.1025L|0.480 0.298    |   9|   0
200 |MCG-06-46-004                      |G  |21 03 22.5961197787 -35 10 35.849054881|0.031959    |     ~|15.26 |     ~|     ~|     ~|~              |E D ~                  |0.480 0.374    |  11|   0
201 |6dFGS gJ210237.0-353036            |G  |21 02 37.0051880716 -35 30 36.290848403|0.039628    |     ~|15.65 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.567 0.363    |  12|   0
202 |2MASX J21112384-3531548            |G  |21 11 23.8531530365 -35 31 54.730243209|0.03213     |     ~|16.07 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.390 0.179    |   3|   0
203 |2MASX J21173515-3633351            |G  |21 17 35.1711892941 -36 33 34.897966970|0.00894     |     ~|15.66 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.283 0.193    |   4|   0
204 |2MASX J21120377-3637234            |G  |21 12 03.772 -36 37 23.45              |0.03112     |     ~|16.31 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.367 0.235    |   5|   0
205 |6dFGS gJ212026.9-370005            |G  |21 20 26.924 -37 00 04.70              |0.052329    |     ~|15.51 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.407 0.195    |   7|   0
206 |6dFGS gJ213340.5-365622            |G  |21 33 40.4632645418 -36 56 21.699040154|0.016901    |     ~|15.27 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.430 0.396    |  12|   0
207 |6dFGS gJ212247.0-373656            |G  |21 22 47.0056052234 -37 36 56.411936913|0.031187    |     ~|15.98 |     ~|     ~|     ~|~              |E D ~                  |0.440 0.290    |  11|   0
208 |2MASX J21292337-3806236            |G  |21 29 23.3552773836 -38 06 23.720968828|0.03065     |     ~|16.15 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.437 0.236    |   9|   0
209 |6dFGS gJ214341.9-385708            |G  |21 43 41.873 -38 57 08.10              |0.065800    |     ~|15.58 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.393 0.362    |   8|   0
210 |2MASX J21372816-3824412            |G  |21 37 28.1171886665 -38 24 40.811226223|0.031656    |     ~|15.56 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.450 0.414    |  11|   0
211 |2MASX J21374687-3731421            |G  |21 37 46.8687953235 -37 31 42.029349167|0.039694    |     ~|15.90 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.430 0.353    |  10|   0
212 |2MASX J21400665-3702352            |G  |21 40 06.7155063044 -37 02 35.640395066|0.04316     |     ~|15.85 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.307 0.258    |   3|   0
213 |2MASX J21430676-3840069            |G  |21 43 06.7771265774 -38 40 07.141794882|0.030948    |     ~|16.37 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.320 0.218    |   4|   0
214 |2MASX J21452474-3902372            |G  |21 45 24.7502131317 -39 02 37.587375755|0.01996     |     ~|16.12 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.293 0.241    |   6|   0
215 |2MASX J21454629-3726560            |G  |21 45 46.296 -37 26 56.02              |0.01938     |     ~|15.95 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.283 0.232    |   3|   0
216 |2MASX J21525329-3739110            |G  |21 52 53.3212817477 -37 39 10.911054019|0.014999    |     ~|15.58 |     ~|14.9  |14.4  |~              |E D 1996MNRAS.278.1025L|0.400 0.320    |  13|   0
217 |2MASX J21542115-3841333            |G  |21 54 21.160 -38 41 33.36              |0.05518     |     ~|16.26 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.333 0.207    |   4|   0
218 |6dFGS gJ215557.2-394614            |G  |21 55 57.24 -39 46 15.6                |0.00750     |     ~|16.31 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L| 0.45  0.42    |   4|   0
219 |2MASX J21540368-4004063            |G  |21 54 03.684 -40 04 06.31              |0.03283     |     ~|15.58 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.427 0.256    |  11|   0
220 |2MASX J21575781-3928014            |G  |21 57 57.810 -39 28 01.50              |0.06352     |     ~|16.31 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.363 0.298    |   6|   0
221 |2MASX J22033542-3824344            |G  |22 03 35.427 -38 24 34.43              |0.072525    |     ~|16.34 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.330 0.264    |   8|   0
222 |6dFGS gJ220021.8-384407            |G  |22 00 21.782 -38 44 06.87              |0.03397     |     ~|15.33 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.510 0.377    |   9|   0
223 |2MASX J22044062-4101329            |G  |22 04 40.6093941210 -41 01 32.780870936|0.03656     |     ~|15.68 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.423 0.389    |   8|   0
224 |2MASX J22010286-4036167            |G  |22 01 02.864 -40 36 16.76              |0.02425     |     ~|16.14 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.230 0.193    |   3|   0
225 |2MASX J22171108-4053546            |G  |22 17 11.089 -40 53 54.68              |0.04918     |     ~|16.10 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.423 0.237    |   5|   0
226 |2MASX J22103976-4110582            |G  |22 10 39.7851034471 -41 10 58.731424436|0.027881    |     ~|15.87 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.330 0.244    |   7|   0
227 |6dFGS gJ222104.4-413957            |G  |22 21 04.402 -41 39 57.18              |0.066653    |     ~|16.39 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.303 0.200    |   5|   0
