identifier,typ,redshift,Mag U,Mag B,Mag V,Mag R,Mag I,bib,note,MorphType,RA,Dec,Ang_maj_amin,Ang_min_amin,ang_diam_dist,EstDist_Mpc,length_maj,velocity_km_s,RA_deg,Dec_deg
2MASX J04254921-2803510            ,G  ,0.04323,~,16.29,~,~,~,3,0,E,25:49.2,-28:03:51.373320599,0.293,0.182,181.5394479,241.0211698,50465.04016,12552.07405,66.45518572,-28.06427037
2MASX J04233931-3111446            ,G  ,0.0586,~,15.97,~,~,~,9,0,E,23:39.3,-31:11:44.854541328,0.383,0.245,241.6220942,184.3843414,87798.56355,16832.03669,65.91375091,-31.19579293
6dFGS gJ043046.6-203625            ,G  ,0.005412,~,15.93,~,~,~,9,0,E,30:46.7,-20:36:26.0,0.68,0.37,23.79269085,103.8517687,15349.8617,1615.776836,67.694375,-20.60722222
ESO 551-23                         ,G  ,0.00498,~,15.12,~,14.28,~,6,0,E,38:31.1,-19:58:08.41,0.453,0.263,21.90510744,155.8922798,9414.463631,1487.290338,69.62941667,-19.96900278
2MASX J04395192-2009550            ,G  ,0.04947,~,16.05,~,~,~,4,0,E,39:51.9,-20:09:54.814856445,0.253,0.223,206.2015218,279.1272836,49495.34773,14300.54035,69.96637469,-20.16522635
2MASX J04321345-1914328            ,G  ,0.03052,~,16.01,~,~,~,8,0,E,32:13.4,-19:14:32.527088181,0.473,0.275,130.1374588,149.3006401,58400.3507,8943.144152,68.05603886,-19.24236864
2MASX J04402389-2150290            ,G  ,0.06478,~,15.94,~,~,~,8,0,E,40:23.9,-21:50:29.00,0.457,0.365,265.1592918,154.5277959,114967.4882,18528.01263,70.09955417,-21.84138889
6dFGS gJ043732.0-215315            ,G  ,0.03083,~,16.07,~,~,~,8,0,E,37:32.0,-21:53:15.019885548,0.367,0.242,131.4101457,192.4228958,45755.88435,9031.943469,69.38351239,-21.88750552
2MASX J04410873-2213566            ,G  ,0.0692,~,16.44,~,~,~,3,0,E,41:08.8,-22:13:56.653844002,0.293,0.246,281.7800297,241.0211698,78330.30605,19732.50228,70.28651781,-22.23240385
2MASX J04375472-4258539            ,G  ,0.04752,~,15.9,~,~,~,16,0,E,37:54.7,-42:58:54.169899400,0.41,0.377,198.5345833,172.2419579,77227.50741,13755.76159,69.47811764,-42.98171386
2MASX J04421747-1724314            ,G  ,0.05255,~,15.94,~,~,~,8,0,E,42:17.5,-17:24:31.641782409,0.4,0.296,218.2379839,176.5480069,82821.3537,15158.05124,70.57287837,-17.40878938
2MASX J04434460-2122106            ,G  ,0.03394,~,15.89,~,~,~,7,0,E,43:44.6,-21:22:10.63,0.41,0.221,144.1250975,172.2419579,56062.88763,9920.627357,70.93585833,-21.36961944
MCG-04-12-009                      ,G  ,0.01483,~,15.19,~,~,~,10,0,E,41:26.3,-21:50:38.38,0.45,0.297,64.45011228,156.9315617,27516.18271,4396.203608,70.35966667,-21.84399444
2MASX J04415809-3657228            ,G  ,0.04578,~,15.8,~,~,~,5,0,E,41:58.1,-36:57:22.778385114,0.317,0.241,191.662718,222.7735102,57643.30819,13268.4142,70.49212463,-36.95632733
2MASX J04424885-3937409            ,G  ,0.0535,~,15.9,~,~,~,10,0,E,42:48.9,-39:37:40.94,0.353,0.304,221.9324975,200.0543987,74327.17016,15421.8171,70.70354583,-39.62803889
2MASX J04485332-4019594            ,G  ,0.034336,~,16.27,~,~,~,6,0,E,48:53.3,-40:19:59.193088529,0.283,0.221,145.7372174,249.5378189,39129.91471,10033.50213,72.22210567,-40.33310919
6dFGS gJ045130.3-413859            ,G  ,0.07034,~,15.67,~,~,~,5,0,E,51:30.3,-41:38:58.698623875,0.32,0.269,286.0382755,220.6850086,86841.26115,20042.03041,72.87619012,-41.64963851
2MASX J04535031-3313501            ,G  ,0.04193,~,15.33,~,~,~,11,0,E,53:50.4,-33:13:50.481936551,0.427,0.273,176.3544518,165.3845498,71444.08766,12185.90245,73.45981444,-33.23068943
2MASX J04551805-3706211            ,G  ,0.03926,~,16.03,~,~,~,7,0,E,55:18.0,-37:06:20.672949219,0.29,0.238,165.6538891,243.5144922,45577.61828,11431.75298,73.82517081,-37.10574249
2MASX J04564847-3955569            ,G  ,0.04653,~,16.01,~,~,~,5,0,E,56:48.5,-39:55:56.98,0.243,0.224,194.6282769,290.6140031,44870.84041,13478.62131,74.20199583,-39.93249444
2MASX J04592317-4036267            ,G  ,0.05911,~,15.68,~,~,~,8,0,E,59:23.2,-40:36:26.70,0.34,0.32,243.5777713,207.7035375,78572.13639,16972.5264,74.84655833,-40.60741667
2MASX J04535668-4328340            ,G  ,0.05836,~,16.26,~,~,~,5,0,E,53:56.7,-43:28:34.06,0.297,0.237,240.7009437,237.7750934,67824.44282,16765.8906,73.486175,-43.47612778
2MASX J05132277-4119135            ,G  ,0.04853,~,15.5,~,~,~,9,0,E,13:22.8,-41:19:13.54,0.413,0.339,202.5101771,170.9908057,79350.3593,14038.11135,78.3449,-41.32042778
2MASX J05131263-4345373            ,G  ,0.03367,~,15.86,~,~,~,6,0,E,13:12.6,-43:45:37.859123631,0.39,0.281,143.0250348,181.0748788,52921.07549,9843.630838,78.30260137,-43.76051642
2MASX J05233285-3251212            ,G  ,0.21,~,~,18,~,~,10,1,E,23:32.9,-32:51:21.26,0.147,0.147,729.5265819,480.4027398,101744.3843,54994.9453,80.8869,-32.85590556
2MASX J05153273-4426218            ,G  ,0.04159,~,15.85,~,~,~,8,0,E,15:32.7,-44:26:21.951129128,0.293,0.252,174.995679,241.0211698,48645.97788,12090.0249,78.88633684,-44.43943087
MCG-05-14-001                      ,G  ,0.036608,~,15,~,13.53,~,9,0,E,31:16.2,-29:19:05.705097784,0.597,0.442,154.956632,118.2901218,87768.05858,10679.88273,82.81760967,-29.31825142
NGC 2119                           ,G  ,0.011888,~,15,~,~,~,13,0,E,57:27.0,+11:56:57.24,1.203,0.842,51.85024234,58.70257917,59179.10738,3531.866459,89.3623125,11.94923333
2MASX J06012398-3238015            ,G  ,0.071178,~,~,17,~,~,3,0,E,01:23.9,-32:38:01,0.45,0.35,289.1610366,156.9315617,123453.7479,20269.267,90.34958333,-32.63361111
2MASX J06122159-2803281            ,G  ,0.03974,~,16.6,~,15.36,~,9,0,E,12:21.6,-28:03:28.339943349,0.32,0.186,167.5826975,220.6850086,50878.13082,11567.53851,93.09008447,-28.05787221
2MASX J06133363-2530377            ,G  ,0.133,~,~,18,~,~,15,1,E,13:33.6,-25:30:37.77,0.15,0.15,503.1403144,470.794685,71603.18954,36397.1984,93.39014583,-25.51049167
NGC 2271                           ,G  ,0.008633,~,13.17,~,11.67,~,44,0,E,42:53.0,-23:28:33.38,1.26,0.857,37.80356513,56.0469863,45191.34802,2571.128836,100.7208167,-23.47593889
UGC 3558                           ,G  ,0.017272,~,15.4,~,~,~,14,0,E,50:14.9,+20:08:26.875198135,0.67,0.509,74.8398808,105.4017951,47572.92802,5110.779545,102.5619068,20.14079867
2MASX J06515795+1617407            ,G  ,0.00896,~,15.3,~,~,~,15,0,E,51:58.0,+16:17:40.784783601,0.5,0.38,39.21978013,141.2384055,18604.89192,2667.85781,102.9915742,16.29466244
6dFGS gJ065600.1-291521            ,G  ,0.044134,~,18.4,~,~,~,7,0,E,56:00.1,-29:15:21.26,0.157,0.157,185.1354007,449.8038391,27576.62511,12806.3138,104.0002292,-29.25590556
2MASX J07064652-2743013            ,G  ,0.024337,~,18,~,~,~,11,0,E,06:46.5,-27:43:01.309364233,0.323,0.31,104.551762,218.6353026,32039.5104,7163.72366,106.6937421,-27.71703038
NGC 2328                           ,G  ,0.00393,~,13.04,~,12.25,13,47,0,E,02:36.2,-42:04:06.88,0.75,0.495,17.30886406,94.15893699,12316.34435,1174.644792,105.6508042,-42.06857778
2MASX J07212200-1205327            ,G  ,0.091,~,17,~,~,~,13,1,E,21:22.0,-12:05:32.78,0.26,0.213,361.2282428,271.6123182,89106.01856,25573.63359,110.3416833,-12.09243889
2MASX J08135092-1131380            ,G  ,0.05813,~,16.76,17,15.26,~,7,0,E,13:51.0,-11:31:37.774506140,0.287,0.252,239.8176744,246.0599399,65300.28492,16702.48059,123.4623109,-11.52715959
2MASX J08244315+2244542            ,G  ,0.0252,~,15.6,~,~,~,19,0,E,24:43.2,+22:44:54.09,0.253,0.157,108.1461123,279.1272836,25958.72906,7413.044833,126.1799375,22.74835833
2MASX J08212682-3011030            ,G  ,0.090104,~,18.2,~,~,~,9,0,E,21:26.8,-30:11:03.03,0.263,0.153,358.0437958,268.5140789,89339.57736,25336.72072,125.3617708,-30.184175
LEDA 1870427                       ,G  ,0.0511,~,~,16,~,~,5,0,E,36:38.2,+29:34:00.618330332,0.253,0.182,212.5826239,279.1272836,51027.0283,14754.80253,129.1592412,29.56683843
2MASX J08462892+2940545            ,G  ,0.071416,~,~,16.54,~,~,3,0,E,46:28.9,+29:40:54.529104774,0.247,0.148,290.046786,285.9077034,67969.95824,20333.7591,131.6203738,29.68181364
2MASX J08463914+2948425            ,G  ,0.071997,~,~,16.02,~,~,3,0,E,46:39.2,+29:48:42.209910722,0.363,0.203,292.2069331,194.5432582,100635.0191,20491.11177,131.6631928,29.81172498
2MASX J08465716+2928124            ,G  ,0.070599,~,~,16.13,~,~,3,0,E,46:57.2,+29:28:12.310402907,0.257,0.195,287.0040956,274.7828901,69979.88266,20112.28877,131.7382346,29.47008622
SDSS J084742.34+290122.5           ,G  ,0.11875,~,~,16.41,~,~,3,0,E,47:42.3,+29:01:22.514643600,0.237,0.222,456.5663829,297.9713196,102660.7114,32784.64282,131.9264084,29.02292073
2MASX J08481860+2923457            ,G  ,0.118972,~,~,16.69,~,~,3,0,E,48:18.6,+29:23:45.785056317,0.23,0.152,457.3040548,307.0400119,99789.50783,32841.37724,132.0774582,29.3960514
LEDA 1864114                       ,G  ,0.07785,~,~,15.78,~,~,5,0,E,38:48.1,+29:22:11.585817772,0.307,0.221,313.8012318,230.0299764,91399.75085,22069.6963,129.7003581,29.36988495
LEDA 1850175                       ,G  ,0.09232,~,~,16.09,~,~,5,0,E,38:50.0,+28:55:16.610079620,0.26,0.229,365.907234,271.6123182,90260.20925,25922.17684,129.7084909,28.92128058
2MASX J08405923+2913220            ,G  ,0.079302,~,~,16.34,~,~,4,0,E,40:59.2,+29:13:22.397324135,0.257,0.2,319.1115836,274.7828901,77808.61501,22459.47049,130.2467656,29.22288815
LEDA 1847300                       ,G  ,0.08361,~,~,15.64,~,~,4,0,E,43:21.2,+28:49:51.92,0.307,0.288,334.7589376,230.0299764,97504.0261,23611.66923,130.838225,28.83108889
LEDA 1855672                       ,G  ,0.04928,~,~,15.89,~,~,7,0,E,50:27.6,+29:06:03.567236921,0.283,0.221,205.4560752,249.5378189,55164.21159,14247.52349,132.6151912,29.1009909
2MASX J08570053+2939432            ,G  ,0.085619,~,~,16.42,~,~,3,0,E,57:00.5,+29:39:42.505649397,0.167,0.167,342.0010224,422.8694775,54187.09488,24146.84015,134.2522187,29.66180712
LEDA 1863174                       ,G  ,0.08464,~,~,15.96,~,~,4,0,E,52:14.3,+29:20:18.534384067,0.28,0.213,338.4762465,252.2114384,89916.25701,23886.21707,133.0596919,29.33848177
2MASX J08510981+0015134            ,G  ,0.04088,~,15.5,~,~,~,18,0,E,51:09.8,+00:15:12.903065052,0.38,0.304,172.1546282,185.8400072,62066.07641,11889.66308,132.7908041,0.253584185
2MASX J21034179-3503584            ,G  ,0.032903,~,15.72,~,~,~,13,0,E,03:41.8,-35:03:58.862566547,0.43,0.318,139.8960999,164.2307041,57072.38939,9624.742188,315.9242207,-35.06635071
2MASX J21055664-3437038            ,G  ,0.03485,~,16.28,~,~,~,6,0,E,05:56.6,-34:37:03.87,0.39,0.257,147.827404,181.0748788,54698.01297,10179.91664,316.486025,-34.61774167
2MASX J21061113-3350408            ,G  ,0.04111,~,16.07,~,~,~,5,0,E,06:11.1,-33:50:40.710314992,0.337,0.242,173.0755041,209.5525304,55337.24052,11954.5908,316.5463884,-33.84464175
6dFGS gJ210635.7-341443            ,G  ,0.122902,~,15.644,~,14.507,~,5,0,E,06:35.7,-34:14:43.164862683,0.277,0.26,470.2988886,254.9429702,123596.3695,33843.31886,316.6488568,-34.24532357
2dFGRS TGS861Z643                  ,G  ,0.0416,~,16.189,~,15.075,~,3,0,E,07:00.9,-34:25:14.130187726,0.287,0.218,175.0356589,246.0599399,47660.70069,12092.84548,316.7538946,-34.42059172
2dFGRS TGS861Z594                  ,G  ,0.034826,~,15.662,~,14.444,~,11,0,E,07:54.5,-34:46:17.223546426,0.433,0.381,147.7298659,163.092847,60688.74998,10173.08254,316.976897,-34.77145099
2dFGRS TGS861Z423                  ,G  ,0.0524,~,15.813,~,14.444,~,9,0,E,10:16.4,-34:12:54.08,0.48,0.298,217.6538646,147.1233391,99119.6164,15116.37281,317.568175,-34.21502222
MCG-06-46-004                      ,G  ,0.031959,~,15.26,~,~,~,11,0,E,03:22.6,-35:10:35.849054881,0.48,0.374,136.0370832,147.1233391,61951.31674,9355.011999,315.8441505,-35.17662474
6dFGS gJ210237.0-353036            ,G  ,0.039628,~,15.65,~,~,~,12,0,E,02:37.0,-35:30:36.290848403,0.567,0.363,167.1328431,124.5488585,89907.69267,11535.86341,315.6541883,-35.51008079
2MASX J21112384-3531548            ,G  ,0.03213,~,16.07,~,~,~,3,0,E,11:23.9,-35:31:54.730243209,0.39,0.179,136.7367785,181.0748788,50594.34096,9403.898981,317.8493881,-35.53186951
2MASX J21173515-3633351            ,G  ,0.00894,~,15.66,~,~,~,4,0,E,17:35.2,-36:33:34.897966970,0.283,0.193,39.1331941,249.5378189,10507.12079,2661.943032,319.3965466,-36.55969388
2MASX J21120377-3637234            ,G  ,0.03112,~,16.31,~,~,~,5,0,E,12:03.8,-36:37:23.45,0.367,0.235,132.599855,192.4228958,46170.13089,9114.978111,318.0157167,-36.62318056
6dFGS gJ212026.9-370005            ,G  ,0.052329,~,15.51,~,~,~,7,0,E,20:26.9,-37:00:04.70,0.407,0.195,217.3773077,173.5115547,83938.38465,15096.64206,320.1121833,-37.00130556
6dFGS gJ213340.5-365622            ,G  ,0.016901,~,15.27,~,~,~,12,0,E,33:40.5,-36:56:21.699040154,0.43,0.396,73.26541588,164.2307041,29889.55623,5002.384224,323.4185969,-36.93936084
6dFGS gJ212247.0-373656            ,G  ,0.031187,~,15.98,~,~,~,11,0,E,22:47.0,-37:36:56.411936913,0.44,0.29,132.8745995,160.4981881,55468.52754,9134.157076,320.6958567,-37.61566998
2MASX J21292337-3806236            ,G  ,0.03065,~,16.15,~,~,~,9,0,E,29:23.4,-38:06:23.720968828,0.437,0.236,130.6712831,161.6000063,54176.82938,8980.387377,322.3473137,-38.10658916
6dFGS gJ214341.9-385708            ,G  ,0.0658,~,15.58,~,~,~,8,0,E,43:41.9,-38:57:08.10,0.393,0.362,269.0105326,179.6926278,100302.9779,18806.59466,325.9244708,-38.95225
2MASX J21372816-3824412            ,G  ,0.031656,~,15.56,~,~,~,11,0,E,37:28.1,-38:24:40.811226223,0.45,0.414,134.7965574,156.9315617,57549.73219,9268.358363,324.367155,-38.41133645
2MASX J21374687-3731421            ,G  ,0.039694,~,15.9,~,~,~,10,0,E,37:46.9,-37:31:42.029349167,0.43,0.353,167.3979507,164.2307041,68292.11846,11554.5297,324.4452866,-37.52834149
2MASX J21400665-3702352            ,G  ,0.04316,~,15.85,~,~,~,3,0,E,40:06.7,-37:02:35.640395066,0.307,0.258,181.2606717,230.0299764,52795.14085,12532.37401,325.0279813,-37.04323344
2MASX J21430676-3840069            ,G  ,0.030948,~,16.37,~,~,~,4,0,E,43:06.8,-38:40:07.141794882,0.32,0.218,131.8943356,220.6850086,40043.13906,9065.734139,325.778238,-38.6686505
2MASX J21452474-3902372            ,G  ,0.01996,~,16.12,~,~,~,6,0,E,45:24.8,-39:02:37.587375755,0.293,0.241,86.20475664,241.0211698,23963.53275,5894.365187,326.3531259,-39.04377427
2MASX J21454629-3726560            ,G  ,0.01938,~,15.95,~,~,~,3,0,E,45:46.3,-37:26:56.02,0.283,0.232,83.75882882,249.5378189,22488.94198,5725.550171,326.4429,-37.44889444
2MASX J21525329-3739110            ,G  ,0.014999,~,15.58,~,14.9,14.4,13,0,E,52:53.3,-37:39:10.911054019,0.4,0.32,65.17114408,176.5480069,24732.46077,4445.739624,328.222172,-37.65303085
2MASX J21542115-3841333            ,G  ,0.05518,~,16.26,~,~,~,4,0,E,54:21.2,-38:41:33.36,0.333,0.207,228.4452524,212.0696779,72173.59908,15887.43407,328.5881667,-38.6926
6dFGS gJ215557.2-394614            ,G  ,0.0075,~,16.31,~,~,~,4,0,E,55:57.2,-39:46:15.6,0.45,0.42,32.88781511,156.9315617,14041.04814,2235.610094,328.9885,-39.771
2MASX J21540368-4004063            ,G  ,0.03283,~,15.58,~,~,~,11,0,E,54:03.7,-40:04:06.31,0.427,0.256,139.5979961,165.3845498,56553.4432,9603.896771,328.51535,-40.06841944
2MASX J21575781-3928014            ,G  ,0.06352,~,16.31,~,~,~,6,0,E,57:57.8,-39:28:01.50,0.363,0.298,260.3888157,194.5432582,89676.9737,18183.36231,329.490875,-39.46708333
2MASX J22033542-3824344            ,G  ,0.072525,~,16.34,~,~,~,8,0,E,03:35.4,-38:24:34.43,0.33,0.264,294.1674173,213.9975841,92100.18442,20634.00731,330.8976125,-38.40956389
6dFGS gJ220021.8-384407            ,G  ,0.03397,~,15.33,~,~,~,9,0,E,00:21.8,-38:44:06.87,0.51,0.377,144.2472821,138.469025,69795.88326,9929.180701,330.0907583,-38.73524167
2MASX J22044062-4101329            ,G  ,0.03656,~,15.68,~,~,~,8,0,E,04:40.6,-41:01:32.780870936,0.423,0.389,154.7623813,166.9484698,62109.46141,10666.24829,331.1692058,-41.02577246
2MASX J22010286-4036167            ,G  ,0.02425,~,16.14,~,~,~,3,0,E,01:02.9,-40:36:16.76,0.23,0.193,104.1889914,307.0400119,22735.35095,7138.571962,330.2619333,-40.60465556
2MASX J22171108-4053546            ,G  ,0.04918,~,16.1,~,~,~,5,0,E,17:11.1,-40:53:54.68,0.423,0.237,205.0635974,166.9484698,82296.41778,14219.61433,334.2962042,-40.89852222
2MASX J22103976-4110582            ,G  ,0.027881,~,15.87,~,~,~,7,0,E,10:39.8,-41:10:58.731424436,0.33,0.244,119.2642184,213.9975841,37340.15348,8185.601574,332.6657713,-41.18298095
6dFGS gJ222104.4-413957            ,G  ,0.066653,~,16.39,~,~,~,5,0,E,21:04.4,-41:39:57.18,0.303,0.2,272.223984,233.0666757,78256.60564,19039.27785,335.2683417,-41.66588333
2MASX J22185338-4135158            ,G  ,0.046122,~,16.42,~,~,~,4,0,E,18:53.4,-41:35:15.981847321,0.353,0.191,193.0156805,200.0543987,64642.67057,13364.29567,334.7224671,-41.58777274
6dFGS gJ222002.0-392930            ,G  ,0.05473,~,16.33,~,~,~,5,0,E,20:02.0,-39:29:30.092181868,0.297,0.261,226.7033525,237.7750934,63880.21723,15762.8192,335.0083576,-39.49169227
6dFGS gJ222931.0-411543            ,G  ,0.00663,~,16.18,~,~,~,7,0,E,29:31.0,-41:15:42.7,0.63,0.38,29.10384932,112.0939726,17395.74269,1977.58435,337.3792083,-41.26186111
6dFGS gJ223213.3-411010            ,G  ,0.00544,~,16.05,~,~,~,11,0,E,32:13.3,-41:10:09.40,0.237,0.156,23.91496507,297.9713196,5377.372097,1624.101757,338.0552375,-41.16927778
2MASX J22365392-4222411            ,G  ,0.067373,~,16.38,~,~,~,5,0,E,36:53.9,-42:22:40.782713486,0.277,0.243,274.9312709,254.9429702,72253.00283,19235.47762,339.2244731,-42.3779952
6dFGS gJ223508.1-413520            ,G  ,0.060192,~,16.09,~,~,~,5,0,E,35:08.1,-41:35:19.74,0.307,0.227,247.7189263,230.0299764,72152.19653,17270.26714,338.7837833,-41.58881667
2MASX J22373719-4112513            ,G  ,0.054825,~,16.23,~,~,~,5,0,E,37:37.2,-41:12:51.684175129,0.293,0.153,227.0712444,241.0211698,63122.14563,15789.13311,339.4050481,-41.21435672
6dFGS gJ223330.9-405822            ,G  ,0.05548,~,16.25,~,~,~,2,0,E,33:30.9,-40:58:22.58,0.297,0.22,229.6054688,237.7750934,64697.97232,15970.46849,338.3788458,-40.97293889
2MASX J22484813-4253082            ,G  ,0.01738,~,15.82,~,~,~,3,0,E,48:48.1,-42:53:08.22,0.27,0.205,75.29794713,261.5526028,19288.51942,5142.322812,342.2005625,-42.88561667
2MASX J22544957-4314239            ,G  ,0.142401,~,16.23,~,~,~,7,0,E,54:49.6,-43:14:23.558348483,0.353,0.198,533.0195727,200.0543987,178513.0025,38748.90937,343.7066008,-43.23987732
2MASX J22540021-4314092            ,G  ,0.033352,~,16.18,~,~,~,9,0,E,54:00.3,-43:14:09.524438460,0.35,0.266,141.7284791,201.7691507,47062.73513,9752.908103,343.5011256,-43.23597901
2MASX J22554379-4214473            ,G  ,0.056481,~,15.76,~,~,~,7,0,E,55:43.8,-42:14:47.38,0.407,0.309,233.4706559,173.5115547,90152.69315,16247.28319,343.9324667,-42.24649444
6dFGS gJ230555.3-424157            ,G  ,0.036061,~,16.1,~,~,~,4,0,E,05:55.6,-42:41:57.58,0.31,0.236,152.7416412,227.8038798,44923.24701,10524.4521,346.4815042,-42.69932778
6dFGS gJ230347.5-432242            ,G  ,0.034961,~,16.43,~,~,~,4,0,E,03:47.5,-43:22:41.37,0.3,0.264,148.2784441,235.3973425,42203.77193,10211.52131,345.9478167,-43.37815833
2MASX J23043321-4311230            ,G  ,0.03429,~,16.02,~,~,~,8,0,E,04:33.2,-43:11:22.698753607,0.343,0.309,145.5500306,205.8868885,47365.0951,10020.39367,346.1384096,-43.18963854
2MASX J23053164-4347127            ,G  ,0.05118,~,16.42,~,~,~,5,0,E,05:31.6,-43:47:13.102940385,0.287,0.269,212.8951603,246.0599399,57969.51647,14777.07154,346.38184,-43.78697304
MCG-07-47-018                      ,G  ,0.03345,~,15.64,~,~,~,9,0,E,07:02.8,-42:54:58.007342757,0.463,0.334,142.1281534,152.5252759,62432.84087,9780.87106,346.761851,-42.91611315
2MASX J23122528-4149438            ,G  ,0.041951,~,15.7,~,~,~,8,0,E,12:25.3,-41:49:43.608855748,0.363,0.269,176.4383393,194.5432582,60764.73088,12191.82281,348.1055368,-41.82878024
2MASX J23134822-4314013            ,G  ,0.03331,~,16.34,~,~,~,8,0,E,13:48.2,-43:14:00.945307588,0.35,0.238,141.5571609,201.7691507,47005.84677,9740.922784,348.4506907,-43.23359592
6dFGS gJ230636.0-435631            ,G  ,0.08714,~,16.06,~,~,~,5,0,E,06:36.0,-43:56:30.98,0.37,0.303,347.4608787,190.8627101,121971.8554,24551.11449,346.6499333,-43.94193889
MCG-07-47-027                      ,G  ,0.06932,~,15.58,~,~,~,8,0,E,15:38.7,-43:48:02.955246854,0.56,0.336,282.2288152,126.1057192,149948.2398,19765.10593,348.9113155,-43.8008209
6dFGS gJ232512.0-441049            ,G  ,0.034988,~,16.14,~,~,~,12,0,E,25:12.0,-44:10:49.533107213,0.55,0.286,148.3881381,128.3985504,77430.82162,10219.20818,351.2999534,-44.18042586
2MASX J23244149-4302240            ,G  ,0.057089,~,16.11,~,~,~,6,0,E,24:41.5,-43:02:24.04,0.307,0.264,235.8137914,230.0299764,68684.63089,16415.23593,351.1729125,-43.04001111
2MASX J23451840-4342542            ,G  ,0.06137,~,16.14,~,~,~,5,0,E,45:18.4,-43:42:54.727783525,0.263,0.226,252.2152506,268.5140789,62933.09409,17593.93528,356.3267433,-43.71520216
6dFGS gJ234521.9-434701            ,G  ,0.064278,~,16.21,~,~,~,3,0,E,45:21.9,-43:47:01.3,0.75,0.25,263.2604059,94.15893699,187326.3204,18390.76852,356.3414167,-43.78369444
2MASX J23455629-4416098            ,G  ,0.06155,~,16.05,~,~,~,9,0,E,45:56.3,-44:16:09.80,0.373,0.351,252.9011725,189.3276213,89497.65725,17643.3474,356.4845583,-44.26938889
2MASX J23460884-4438477            ,G  ,0.05593,~,15.74,~,~,~,9,0,E,46:08.8,-44:38:47.77,0.383,0.33,231.34422,184.3843414,84063.8778,16094.95698,356.5368667,-44.64660278
2MASX J23445677-4447461            ,G  ,0.03062,~,16.35,~,~,~,9,0,E,44:56.8,-44:47:46.118311708,0.363,0.342,130.5481079,194.5432582,44960.29987,8971.793402,356.2367512,-44.79614398
